time,no,review,score,read_volume
2022/6/23,214,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '不到', '年线', '不', '罢休', '[', '想', '一下', ']', '[', '想', '一下', ']', '[']",0,145
2022/6/23,215,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '死', '垃圾', '。', '把', '你', '拉入', '黑名单', '。', '删除', '自选']",-4,161
2022/6/23,216,['蠢才'],0,153
2022/6/23,217,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '人气', '要', '没', '了']",0,144
2022/6/23,218,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '所属', '板块', '全', '飘红', '，', '你', '也', '坚挺', '一下', '啊']",5,159
2022/6/23,219,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '主力', '建仓', '完毕', '，', '现在', '都', '是', '散户', '在', '操作']",7,156
2022/6/23,220,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '，', '真', '垃圾', '，', '退市', '吧', '，']",-2,160
2022/6/23,221,"['没买', '三花', '，', '买', '了', '你', '，', '我', '真', '后悔', '死', '了']",0,150
2022/6/23,222,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '这', '垃圾', '真的', '浪费', '大盘', '板块', '，', '，']",-8,191
2022/6/23,223,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '看来', '又', '要', '震荡', '个', '大半个', '月', '了', '[', '大笑', ']']",0,158
2022/6/23,224,"['差不多', '了', '，', '沪', '深', '300', '估计', '就', '今天', '一天', '调整', '了', '，', '考虑', '进场', '。']",0,153
2022/6/23,225,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '机构', '的', '票少', '碰']",0,153
2022/6/23,226,"['$', '科沃', '斯', '(', 'SH603486', ')', '$', '删', '自选', '了', '，', '看着', '就', '来气', '[', '怒', ']']",0,167
